symb,xymd,open,high,low,clos,diff,rate,gvol
SPI@SPX,20221010,3647.51,3652.17,3588.1,3612.39,-27.27,-0.75,2381483420
SPI@SPX,20221007,3706.74,3706.74,3620.73,3639.66,-104.86,-2.8,2716138720
SPI@SPX,20221006,3771.97,3797.93,3739.22,3744.52,-38.76,-1.02,2518958800
SPI@SPX,20221005,3753.25,3806.91,3722.66,3783.28,-7.65,-0.2,2502482020
SPI@SPX,20221004,3726.46,3791.92,3726.46,3790.93,112.5,3.06,2915001980
SPI@SPX,20221003,3609.78,3698.35,3604.93,3678.43,92.81,2.59,2796268880
SPI@SPX,20220930,3633.48,3671.44,3584.13,3585.62,-54.85,-1.51,3146085240
SPI@SPX,20220929,3687.01,3687.01,3610.4,3640.47,-78.57,-2.11,2601213630
SPI@SPX,20220928,3651.94,3736.74,3640.61,3719.04,71.75,1.97,2637914630
SPI@SPX,20220927,3686.44,3717.53,3623.29,3647.29,-7.75,-0.21,2548804870
SPI@SPX,20220926,3682.72,3715.67,3644.76,3655.04,-38.19,-1.03,2634968920
SPI@SPX,20220923,3727.14,3727.14,3647.47,3693.23,-64.76,-1.72,2812566210
SPI@SPX,20220922,3782.36,3790.9,3749.45,3757.99,-31.94,-0.84,2450867080
SPI@SPX,20220921,3871.4,3907.07,3789.49,3789.93,-66.0,-1.71,2487138440
SPI@SPX,20220920,3875.23,3876.01,3827.54,3855.93,-43.96,-1.13,2335994830
SPI@SPX,20220919,3849.91,3900.45,3838.5,3899.89,26.56,0.69,2117736400
SPI@SPX,20220916,3880.95,3880.95,3837.08,3873.33,-28.02,-0.72,4363348030
SPI@SPX,20220915,3932.41,3959.14,3888.28,3901.35,-44.66,-1.13,2510229670
SPI@SPX,20220914,3940.73,3961.94,3912.18,3946.01,13.32,0.34,2483571500
SPI@SPX,20220913,4037.12,4037.12,3921.28,3932.69,-177.72,-4.32,2642497110
SPI@SPX,20220912,4083.67,4119.28,4083.67,4110.41,43.05,1.06,2147244640
SPI@SPX,20220909,4022.94,4076.81,4022.94,4067.36,61.18,1.53,2097275310
SPI@SPX,20220908,3959.94,4010.5,3944.81,4006.18,26.31,0.66,2290057540
SPI@SPX,20220907,3909.43,3987.89,3906.03,3979.87,71.68,1.83,2209800080
SPI@SPX,20220906,3930.89,3942.55,3886.75,3908.19,-16.07,-0.41,2249694350
SPI@SPX,20220902,3994.66,4018.43,3906.21,3924.26,-42.59,-1.07,2083181520
SPI@SPX,20220901,3936.73,3970.23,3903.65,3966.85,11.85,0.3,2303154410
SPI@SPX,20220831,4000.67,4015.37,3954.53,3955.0,-31.16,-0.78,2541475080
SPI@SPX,20220830,4041.25,4044.98,3965.21,3986.16,-44.45,-1.1,2080875520
SPI@SPX,20220829,4034.58,4062.99,4017.42,4030.61,-27.05,-0.67,1893833290
SPI@SPX,20220826,4198.74,4203.04,4057.66,4057.66,-141.46,-3.37,2113423500
SPI@SPX,20220825,4153.26,4200.54,4147.59,4199.12,58.35,1.41,1847592570
SPI@SPX,20220824,4126.55,4156.56,4119.97,4140.77,12.04,0.29,1737028480
SPI@SPX,20220823,4133.09,4159.77,4124.03,4128.73,-9.26,-0.22,1786029380
SPI@SPX,20220822,4195.08,4195.08,4129.86,4137.99,-90.49,-2.14,1976203700
SPI@SPX,20220819,4266.31,4266.31,4218.7,4228.48,-55.26,-1.29,2045645990
SPI@SPX,20220818,4273.13,4292.53,4261.98,4283.74,9.7,0.23,1749457750
SPI@SPX,20220817,4280.4,4302.18,4253.08,4274.04,-31.16,-0.72,1862585920
SPI@SPX,20220816,4290.46,4325.28,4277.77,4305.2,8.06,0.19,1912448980
SPI@SPX,20220815,4269.37,4301.79,4256.9,4297.14,16.99,0.4,1777922680
SPI@SPX,20220812,4225.02,4280.47,4219.78,4280.15,72.88,1.73,1839673370
SPI@SPX,20220811,4227.4,4257.91,4201.41,4207.27,-2.97,-0.07,2080835430
SPI@SPX,20220810,4181.02,4211.03,4177.26,4210.24,87.77,2.13,2240786750
SPI@SPX,20220809,4133.11,4137.3,4112.09,4122.47,-17.59,-0.42,2048973840
SPI@SPX,20220808,4155.93,4186.62,4128.97,4140.06,-5.13,-0.12,2120439520
SPI@SPX,20220805,4115.87,4151.58,4107.31,4145.19,-6.75,-0.16,2027451380
SPI@SPX,20220804,4154.85,4161.29,4135.42,4151.94,-3.23,-0.08,2260188050
SPI@SPX,20220803,4107.96,4167.66,4107.96,4155.17,63.98,1.56,2436476550
SPI@SPX,20220802,4104.21,4140.47,4079.81,4091.19,-27.44,-0.67,2262200690
SPI@SPX,20220801,4112.38,4144.95,4096.02,4118.63,-11.66,-0.28,2289872910
SPI@SPX,20220729,4087.33,4140.15,4079.22,4130.29,57.86,1.42,2894154250
SPI@SPX,20220728,4026.13,4078.95,3992.97,4072.43,48.82,1.21,2544390880
SPI@SPX,20220727,3951.43,4039.56,3951.43,4023.61,102.56,2.62,2457907320
SPI@SPX,20220726,3953.22,3953.22,3910.74,3921.05,-45.79,-1.15,2136983260
SPI@SPX,20220725,3965.72,3975.3,3943.46,3966.84,5.21,0.13,1945714780
SPI@SPX,20220722,3998.43,4012.44,3938.86,3961.63,-37.32,-0.93,2224926630
SPI@SPX,20220721,3955.47,3999.29,3927.64,3998.95,39.05,0.99,2498029120
SPI@SPX,20220720,3935.32,3974.13,3922.03,3959.9,23.21,0.59,2344933010
SPI@SPX,20220719,3860.73,3939.81,3860.73,3936.69,105.84,2.76,2384285490
SPI@SPX,20220718,3883.79,3902.44,3818.63,3830.85,-32.31,-0.84,2194524920
SPI@SPX,20220715,3818.0,3863.62,3817.18,3863.16,72.78,1.92,2328223130
SPI@SPX,20220714,3763.99,3796.41,3721.56,3790.38,-11.4,-0.3,2181635570
SPI@SPX,20220713,3779.67,3829.44,3759.07,3801.78,-17.02,-0.45,2058496090
SPI@SPX,20220712,3851.95,3873.41,3802.36,3818.8,-35.63,-0.92,2130143180
SPI@SPX,20220711,3880.94,3880.94,3847.22,3854.43,-44.95,-1.15,1825910220
SPI@SPX,20220708,3888.26,3918.5,3869.34,3899.38,-3.24,-0.08,1767934740
SPI@SPX,20220707,3858.85,3910.63,3858.85,3902.62,57.54,1.5,2086719600
SPI@SPX,20220706,3831.98,3870.91,3809.37,3845.08,13.69,0.36,2203972630
SPI@SPX,20220705,3792.61,3832.19,3742.06,3831.39,6.06,0.16,2506060130
SPI@SPX,20220701,3781.0,3829.82,3752.1,3825.33,39.95,1.06,2195445290
SPI@SPX,20220630,3785.99,3818.99,3738.67,3785.38,-33.45,-0.88,2683771620
SPI@SPX,20220629,3825.09,3836.5,3799.02,3818.83,-2.72,-0.07,2111065490
SPI@SPX,20220628,3913.0,3945.86,3820.14,3821.55,-78.56,-2.01,2252853740
SPI@SPX,20220627,3920.76,3927.72,3889.66,3900.11,-11.63,-0.3,2124362320
SPI@SPX,20220624,3821.75,3913.65,3821.75,3911.74,116.01,3.06,3463802910
SPI@SPX,20220623,3774.71,3802.58,3743.52,3795.73,35.84,0.95,2517500360
SPI@SPX,20220622,3733.89,3801.79,3717.69,3759.89,-4.9,-0.13,2486465260
SPI@SPX,20220621,3715.31,3779.65,3715.31,3764.79,89.95,2.45,2678184800
SPI@SPX,20220617,3665.9,3707.71,3636.87,3674.84,8.07,0.22,4735841120
SPI@SPX,20220616,3728.18,3728.18,3639.77,3666.77,-123.22,-3.25,3108178470
SPI@SPX,20220615,3764.05,3837.56,3722.3,3789.99,54.51,1.46,2783030800
SPI@SPX,20220614,3763.52,3778.18,3705.68,3735.48,-14.15,-0.38,2655239400
SPI@SPX,20220613,3838.15,3838.15,3734.3,3749.63,-151.23,-3.88,3086104450
SPI@SPX,20220610,3974.39,3974.39,3900.16,3900.86,-116.96,-2.91,2517736740
SPI@SPX,20220609,4101.65,4119.1,4017.17,4017.82,-97.95,-2.38,2061086860
SPI@SPX,20220608,4147.12,4160.14,4107.2,4115.77,-44.91,-1.08,1888845330
SPI@SPX,20220607,4096.47,4164.86,4080.19,4160.68,39.25,0.95,1964102080
SPI@SPX,20220606,4134.72,4168.78,4109.18,4121.43,12.89,0.31,1919840020
SPI@SPX,20220603,4137.57,4142.67,4098.67,4108.54,-68.28,-1.63,1879610190
SPI@SPX,20220602,4095.41,4177.51,4074.37,4176.82,75.59,1.84,2073390330
SPI@SPX,20220601,4149.78,4166.54,4073.85,4101.23,-30.92,-0.75,2171495670
SPI@SPX,20220531,4151.09,4168.34,4104.88,4132.15,-26.09,-0.63,3802655240
SPI@SPX,20220527,4077.43,4158.49,4077.43,4158.24,100.4,2.47,2166465380
SPI@SPX,20220526,3984.6,4075.14,3984.6,4057.84,79.11,1.99,2403570880
SPI@SPX,20220525,3929.59,3999.33,3925.03,3978.73,37.25,0.95,2334088570
SPI@SPX,20220524,3942.94,3955.68,3875.13,3941.48,-32.27,-0.81,2436606100
SPI@SPX,20220523,3919.42,3981.88,3909.04,3973.75,72.39,1.86,2388208960
SPI@SPX,20220520,3927.76,3943.42,3810.32,3901.36,0.57,0.01,3002384990
SPI@SPX,20220519,3899.0,3945.96,3876.58,3900.79,-22.89,-0.58,2774295100
SPI@SPX,20220518,4051.98,4051.98,3911.91,3923.68,-165.17,-4.04,2712127310
SPI@SPX,20220517,4052.0,4090.72,4033.93,4088.85,80.84,2.02,2458409820
SPI@SPX,20220516,4013.02,4046.46,3983.99,4008.01,-15.88,-0.39,2213704710
SPI@SPX,20220513,3963.9,4038.88,3963.9,4023.89,93.81,2.39,2544978090
SPI@SPX,20220512,3903.95,3964.8,3858.87,3930.08,-5.1,-0.13,3139788080
SPI@SPX,20220511,3990.08,4049.09,3928.82,3935.18,-65.87,-1.65,2763949440
SPI@SPX,20220510,4035.18,4068.82,3958.17,4001.05,9.81,0.25,2918622880
SPI@SPX,20220509,4081.27,4081.27,3975.48,3991.24,-132.1,-3.2,3073865160
SPI@SPX,20220506,4128.17,4157.69,4067.91,4123.34,-23.53,-0.57,2737830990
SPI@SPX,20220505,4270.43,4270.43,4106.01,4146.87,-153.3,-3.56,2869932440
SPI@SPX,20220504,4181.18,4307.66,4148.91,4300.17,124.69,2.99,2872026660
SPI@SPX,20220503,4159.78,4200.1,4147.08,4175.48,20.1,0.48,2494450420
SPI@SPX,20220502,4130.61,4169.81,4062.51,4155.38,23.45,0.57,2744837610
SPI@SPX,20220429,4253.75,4269.68,4124.28,4131.93,-155.57,-3.63,2848565080
SPI@SPX,20220428,4222.58,4308.45,4188.63,4287.5,103.54,2.47,2749225700
SPI@SPX,20220427,4186.52,4240.71,4162.9,4183.96,8.76,0.21,2636232460
SPI@SPX,20220426,4278.14,4278.14,4175.04,4175.2,-120.92,-2.81,2637223810
SPI@SPX,20220425,4255.34,4299.02,4200.82,4296.12,24.34,0.57,2839258640
SPI@SPX,20220422,4385.83,4385.83,4267.62,4271.78,-121.88,-2.77,2520690120
SPI@SPX,20220421,4489.17,4512.94,4384.47,4393.66,-65.79,-1.48,2637237710
SPI@SPX,20220420,4472.26,4488.29,4448.76,4459.45,-2.76,-0.06,2380185030
SPI@SPX,20220419,4390.63,4471.03,4390.63,4462.21,70.52,1.61,2247364800
SPI@SPX,20220418,4385.63,4410.31,4370.3,4391.69,-0.9,-0.02,2050678210
SPI@SPX,20220414,4449.12,4460.46,4390.77,4392.59,-54.0,-1.21,2470867310
SPI@SPX,20220413,4394.3,4453.92,4392.7,4446.59,49.14,1.12,2169384810
SPI@SPX,20220412,4437.59,4471.0,4381.34,4397.45,-15.08,-0.34,2208450000
SPI@SPX,20220411,4462.64,4464.35,4408.38,4412.53,-75.75,-1.69,2403901040
SPI@SPX,20220408,4494.15,4520.41,4474.6,4488.28,-11.93,-0.27,2254633200
SPI@SPX,20220407,4474.65,4521.16,4450.3,4500.21,19.06,0.43,2596329080
SPI@SPX,20220406,4494.17,4503.94,4450.04,4481.15,-43.97,-0.97,2720107860
SPI@SPX,20220405,4572.45,4593.45,4514.17,4525.12,-57.52,-1.26,2425248380
SPI@SPX,20220404,4547.97,4583.5,4539.21,4582.64,36.78,0.81,2278755220
SPI@SPX,20220401,4540.32,4548.7,4507.57,4545.86,15.45,0.34,2346497960
SPI@SPX,20220331,4599.02,4603.07,4530.41,4530.41,-72.04,-1.57,2646678380
SPI@SPX,20220330,4624.2,4627.77,4581.32,4602.45,-29.15,-0.63,2083192940
SPI@SPX,20220329,4602.86,4637.3,4589.66,4631.6,56.08,1.23,2443956070
SPI@SPX,20220328,4541.09,4575.65,4517.69,4575.52,32.46,0.71,2019462650
SPI@SPX,20220325,4522.91,4546.03,4501.07,4543.06,22.9,0.51,2000935720
SPI@SPX,20220324,4469.98,4520.58,4465.17,4520.16,63.92,1.43,2073153520
SPI@SPX,20220323,4493.1,4501.07,4455.81,4456.24,-55.37,-1.23,2184940310
SPI@SPX,20220322,4469.1,4522.0,4469.1,4511.61,50.43,1.13,2340975840
SPI@SPX,20220321,4462.4,4481.75,4424.3,4461.18,-1.94,-0.04,2469825120
SPI@SPX,20220318,4407.34,4465.4,4390.57,4463.12,51.45,1.17,4233761020
SPI@SPX,20220317,4345.11,4412.67,4335.65,4411.67,53.81,1.23,2432766780
SPI@SPX,20220316,4288.14,4358.9,4251.99,4357.86,95.41,2.24,2926597550
SPI@SPX,20220315,4188.82,4271.05,4187.9,4262.45,89.34,2.14,2636945250
SPI@SPX,20220314,4202.75,4247.57,4161.72,4173.11,-31.2,-0.74,2717144320
SPI@SPX,20220311,4279.5,4291.01,4200.49,4204.31,-55.21,-1.3,2338436070
SPI@SPX,20220310,4252.55,4268.28,4209.8,4259.52,-18.36,-0.43,2581145820
SPI@SPX,20220309,4223.1,4299.4,4223.1,4277.88,107.18,2.57,3021442270
SPI@SPX,20220308,4202.66,4276.94,4157.87,4170.7,-30.39,-0.72,3639337570
SPI@SPX,20220307,4327.01,4327.01,4199.85,4201.09,-127.78,-2.95,3513066860
SPI@SPX,20220304,4342.12,4342.12,4284.98,4328.87,-34.62,-0.79,2997073880
SPI@SPX,20220303,4401.31,4416.78,4345.56,4363.49,-23.05,-0.53,2619510820
SPI@SPX,20220302,4322.56,4401.48,4322.56,4386.54,80.28,1.86,2867998100
SPI@SPX,20220301,4363.14,4378.45,4279.54,4306.26,-67.68,-1.55,3144859780
SPI@SPX,20220228,4354.17,4388.84,4315.12,4373.94,-10.71,-0.24,3219433340
SPI@SPX,20220225,4298.38,4385.34,4286.83,4384.65,95.95,2.24,2707792620
SPI@SPX,20220224,4155.77,4294.73,4114.65,4288.7,63.2,1.5,3565761090
SPI@SPX,20220223,4324.93,4341.51,4221.51,4225.5,-79.26,-1.84,2512417690
SPI@SPX,20220222,4332.74,4362.12,4267.11,4304.76,-44.11,-1.01,2749521280
SPI@SPX,20220218,4384.57,4394.6,4327.22,4348.87,-31.39,-0.72,2583639760
SPI@SPX,20220217,4456.06,4456.06,4373.81,4380.26,-94.75,-2.12,2324909980
SPI@SPX,20220216,4455.75,4489.55,4429.68,4475.01,3.94,0.09,2334610260
SPI@SPX,20220215,4429.28,4472.77,4429.28,4471.07,69.4,1.58,2322886080
SPI@SPX,20220214,4412.61,4426.22,4364.84,4401.67,-16.97,-0.38,2511711810
SPI@SPX,20220211,4506.27,4526.33,4401.41,4418.64,-85.44,-1.9,2874706880
SPI@SPX,20220210,4553.24,4588.92,4484.31,4504.08,-83.1,-1.81,2689893700
SPI@SPX,20220209,4547.0,4590.03,4547.0,4587.18,65.64,1.45,2416698650
SPI@SPX,20220208,4480.02,4531.32,4465.4,4521.54,37.67,0.84,2531697880
SPI@SPX,20220207,4505.75,4521.86,4471.47,4483.87,-16.66,-0.37,2363931780
SPI@SPX,20220204,4482.79,4539.66,4451.5,4500.53,23.09,0.52,2640944040
SPI@SPX,20220203,4535.41,4542.88,4470.39,4477.44,-111.94,-2.44,2686460190
SPI@SPX,20220202,4566.39,4595.31,4544.32,4589.38,42.84,0.94,2903950890
SPI@SPX,20220201,4519.57,4550.49,4483.53,4546.54,30.99,0.69,2712733570
SPI@SPX,20220131,4431.79,4516.89,4414.02,4515.55,83.7,1.89,2963155480
SPI@SPX,20220128,4336.19,4432.72,4292.46,4431.85,105.34,2.43,2913164360
SPI@SPX,20220127,4380.58,4428.74,4309.5,4326.51,-23.42,-0.54,3040759930
SPI@SPX,20220126,4408.43,4453.23,4304.8,4349.93,-6.52,-0.15,3230985120
SPI@SPX,20220125,4366.64,4411.01,4287.11,4356.45,-53.68,-1.22,3056989210
SPI@SPX,20220124,4356.32,4417.35,4222.62,4410.13,12.19,0.28,3891581860
SPI@SPX,20220121,4471.38,4494.52,4395.34,4397.94,-84.79,-1.89,3196964550
SPI@SPX,20220120,4547.35,4602.11,4477.95,4482.73,-50.03,-1.1,2541011400
SPI@SPX,20220119,4588.03,4611.55,4530.2,4532.76,-44.35,-0.97,2483432320
SPI@SPX,20220118,4632.24,4632.24,4568.7,4577.11,-85.74,-1.84,2737269950
SPI@SPX,20220114,4637.99,4665.13,4614.75,4662.85,3.82,0.08,2521962210
SPI@SPX,20220113,4733.56,4744.13,4650.29,4659.03,-67.32,-1.42,2374649450
SPI@SPX,20220112,4728.59,4748.83,4706.71,4726.35,13.28,0.28,2117378610
SPI@SPX,20220111,4669.14,4714.13,4638.27,4713.07,42.78,0.92,2243982610
